E,E_actual,bits_lower,bits_upper,f_lower,f_upper,float_lower_interval_cap,float_upper_interval_cap,num_floats_in_interval,k,e,regime_length,exponent_bits_length,fraction_bits,p_lower,p_upper,posit_lower_interval_cap,posit_upper_interval_cap,num_posits_in_interval
224,97,2147483697,2147483704,-3.1691263e29,-1.5845633e29,11110000000000000000000000000000,11110000011111111111111111111111,8388608,24,1,26,2,3,Posit32(-2.9710560942849127e29),Posit32(-1.5845632502852868e29),10000000000000000000000000110001,10000000000000000000000000111000,8
225,98,2147483689,2147483696,-6.3382526e29,-3.1691265e29,11110000100000000000000000000000,11110000111111111111111111111111,8388608,24,2,26,2,3,Posit32(-5.942112188569825e29),Posit32(-3.1691265005705735e29),10000000000000000000000000101001,10000000000000000000000000110000,8
226,99,2147483681,2147483688,-1.2676505e30,-6.338253e29,11110001000000000000000000000000,11110001011111111111111111111111,8388608,24,3,26,2,3,Posit32(-1.188422437713965e30),Posit32(-6.338253001141147e29),10000000000000000000000000100001,10000000000000000000000000101000,8
227,100,2147483677,2147483680,-2.535301e30,-1.2676506e30,11110001100000000000000000000000,11110001111111111111111111111111,8388608,25,0,27,2,2,Posit32(-2.2183885503994015e30),Posit32(-1.2676506002282294e30),10000000000000000000000000011101,10000000000000000000000000100000,4
228,101,2147483673,2147483676,-5.070602e30,-2.5353012e30,11110010000000000000000000000000,11110010011111111111111111111111,8388608,25,1,27,2,2,Posit32(-4.436777100798803e30),Posit32(-2.535301200456459e30),10000000000000000000000000011001,10000000000000000000000000011100,4
229,102,2147483669,2147483672,-1.0141204e31,-5.0706024e30,11110010100000000000000000000000,11110010111111111111111111111111,8388608,25,2,27,2,2,Posit32(-8.873554201597606e30),Posit32(-5.070602400912918e30),10000000000000000000000000010101,10000000000000000000000000011000,4
230,103,2147483665,2147483668,-2.0282408e31,-1.0141205e31,11110011000000000000000000000000,11110011011111111111111111111111,8388608,25,3,27,2,2,Posit32(-1.7747108403195212e31),Posit32(-1.0141204801825835e31),10000000000000000000000000010001,10000000000000000000000000010100,4
231,104,2147483663,2147483664,-4.0564817e31,-2.028241e31,11110011100000000000000000000000,11110011111111111111111111111111,8388608,26,0,28,2,1,Posit32(-3.0423614405477506e31),Posit32(-2.028240960365167e31),10000000000000000000000000001111,10000000000000000000000000010000,2
232,105,2147483661,2147483662,-8.1129634e31,-4.056482e31,11110100000000000000000000000000,11110100011111111111111111111111,8388608,26,1,28,2,1,Posit32(-6.084722881095501e31),Posit32(-4.056481920730334e31),10000000000000000000000000001101,10000000000000000000000000001110,2
233,106,2147483659,2147483660,-1.6225927e32,-8.112964e31,11110100100000000000000000000000,11110100111111111111111111111111,8388608,26,2,28,2,1,Posit32(-1.2169445762191002e32),Posit32(-8.112963841460668e31),10000000000000000000000000001011,10000000000000000000000000001100,2
234,107,2147483657,2147483658,-3.2451853e32,-1.6225928e32,11110101000000000000000000000000,11110101011111111111111111111111,8388608,26,3,28,2,1,Posit32(-2.4338891524382005e32),Posit32(-1.6225927682921336e32),10000000000000000000000000001001,10000000000000000000000000001010,2
235,108,2147483656,2147483656,-6.4903707e32,-3.2451855e32,11110101100000000000000000000000,11110101111111111111111111111111,8388608,27,0,29,2,0,Posit32(-3.2451855365842673e32),Posit32(-3.2451855365842673e32),10000000000000000000000000001000,10000000000000000000000000001000,1
236,109,2147483655,2147483655,-1.2980741e33,-6.490371e32,11110110000000000000000000000000,11110110011111111111111111111111,8388608,27,1,29,2,0,Posit32(-6.490371073168535e32),Posit32(-6.490371073168535e32),10000000000000000000000000000111,10000000000000000000000000000111,1
237,110,2147483654,2147483654,-2.5961483e33,-1.2980742e33,11110110100000000000000000000000,11110110111111111111111111111111,8388608,27,2,29,2,0,Posit32(-1.298074214633707e33),Posit32(-1.298074214633707e33),10000000000000000000000000000110,10000000000000000000000000000110,1
238,111,2147483653,2147483653,-5.1922965e33,-2.5961484e33,11110111000000000000000000000000,11110111011111111111111111111111,8388608,27,3,29,2,0,Posit32(-2.596148429267414e33),Posit32(-2.596148429267414e33),10000000000000000000000000000101,10000000000000000000000000000101,1
239,112,2147483652,2147483652,-1.0384593e34,-5.192297e33,11110111100000000000000000000000,11110111111111111111111111111111,8388608,28,0,30,1,0,Posit32(-5.192296858534828e33),Posit32(-5.192296858534828e33),10000000000000000000000000000100,10000000000000000000000000000100,1
240,113,2147483651,2147483651,-2.0769186e34,-1.0384594e34,11111000000000000000000000000000,11111000011111111111111111111111,8388608,28,1,30,1,0,Posit32(-2.076918743413931e34),Posit32(-2.076918743413931e34),10000000000000000000000000000011,10000000000000000000000000000011,1
241,114,2147483651,2147483651,-4.1538372e34,-2.0769187e34,11111000100000000000000000000000,11111000111111111111111111111111,8388608,28,1,30,1,0,Posit32(-2.076918743413931e34),Posit32(-2.076918743413931e34),10000000000000000000000000000011,10000000000000000000000000000011,1
242,115,2147483650,2147483650,-8.3076745e34,-4.1538375e34,11111001000000000000000000000000,11111001011111111111111111111111,8388608,29,0,31,0,0,Posit32(-8.307674973655724e34),Posit32(-8.307674973655724e34),10000000000000000000000000000010,10000000000000000000000000000010,1
243,116,2147483650,2147483650,-1.6615349e35,-8.307675e34,11111001100000000000000000000000,11111001111111111111111111111111,8388608,29,0,31,0,0,Posit32(-8.307674973655724e34),Posit32(-8.307674973655724e34),10000000000000000000000000000010,10000000000000000000000000000010,1
244,117,2147483650,2147483650,-3.3230698e35,-1.661535e35,11111010000000000000000000000000,11111010011111111111111111111111,8388608,29,0,31,0,0,Posit32(-8.307674973655724e34),Posit32(-8.307674973655724e34),10000000000000000000000000000010,10000000000000000000000000000010,1
245,118,2147483650,2147483650,-6.6461396e35,-3.32307e35,11111010100000000000000000000000,11111010111111111111111111111111,8388608,29,0,31,0,0,Posit32(-8.307674973655724e34),Posit32(-8.307674973655724e34),10000000000000000000000000000010,10000000000000000000000000000010,1
246,119,2147483649,2147483649,-1.3292279e36,-6.64614e35,11111011000000000000000000000000,11111011011111111111111111111111,8388608,30,0,31,0,0,Posit32(-1.329227995784916e36),Posit32(-1.329227995784916e36),10000000000000000000000000000001,10000000000000000000000000000001,1
247,120,2147483649,2147483649,-2.6584558e36,-1.329228e36,11111011100000000000000000000000,11111011111111111111111111111111,8388608,30,0,31,0,0,Posit32(-1.329227995784916e36),Posit32(-1.329227995784916e36),10000000000000000000000000000001,10000000000000000000000000000001,1
248,121,2147483649,2147483649,-5.3169117e36,-2.658456e36,11111100000000000000000000000000,11111100011111111111111111111111,8388608,30,0,31,0,0,Posit32(-1.329227995784916e36),Posit32(-1.329227995784916e36),10000000000000000000000000000001,10000000000000000000000000000001,1
249,122,2147483649,2147483649,-1.06338233e37,-5.316912e36,11111100100000000000000000000000,11111100111111111111111111111111,8388608,30,0,31,0,0,Posit32(-1.329227995784916e36),Posit32(-1.329227995784916e36),10000000000000000000000000000001,10000000000000000000000000000001,1
250,123,2147483649,2147483649,-2.1267647e37,-1.0633824e37,11111101000000000000000000000000,11111101011111111111111111111111,8388608,30,0,31,0,0,Posit32(-1.329227995784916e36),Posit32(-1.329227995784916e36),10000000000000000000000000000001,10000000000000000000000000000001,1
251,124,2147483649,2147483649,-4.2535293e37,-2.1267648e37,11111101100000000000000000000000,11111101111111111111111111111111,8388608,30,0,31,0,0,Posit32(-1.329227995784916e36),Posit32(-1.329227995784916e36),10000000000000000000000000000001,10000000000000000000000000000001,1
252,125,2147483649,2147483649,-8.5070587e37,-4.2535296e37,11111110000000000000000000000000,11111110011111111111111111111111,8388608,30,0,31,0,0,Posit32(-1.329227995784916e36),Posit32(-1.329227995784916e36),10000000000000000000000000000001,10000000000000000000000000000001,1
253,126,2147483649,2147483649,-1.7014117e38,-8.507059e37,11111110100000000000000000000000,11111110111111111111111111111111,8388608,30,0,31,0,0,Posit32(-1.329227995784916e36),Posit32(-1.329227995784916e36),10000000000000000000000000000001,10000000000000000000000000000001,1
254,127,2147483649,2147483649,-3.4028235e38,-1.7014118e38,11111111000000000000000000000000,11111111011111111111111111111111,8388608,30,0,31,0,0,Posit32(-1.329227995784916e36),Posit32(-1.329227995784916e36),10000000000000000000000000000001,10000000000000000000000000000001,1
